2,7
3,13
3,11
5,61
5,37
5,55
5,47
5,41
5,59
7,253
7,145
7,247
7,143
7,213
7,193
7,239
7,137
7,203
7,167
7,211
7,191
7,185
7,171
7,241
7,131
7,229
7,157
11,3121
11,2867
11,3995
11,2551
11,3357
11,2681
11,2171
11,3319
11,2119
11,3475
11,4069
11,3189
11,2053
11,3187
11,2243
11,2891
11,3047
11,3271
11,3547
11,2581
11,3559
11,3553
11,2579
11,2091
11,3655
11,2317
11,2879
11,3263
11,2773
11,3085
11,2787
11,2955
11,3417
11,3635
11,2601
11,2561
11,2257
11,2147
11,3097
11,3933
11,2273
11,3251
11,3957
11,2999
11,2341
11,2503
11,4013
11,2207
11,2395
11,2477
11,3669
11,2475
11,2825
11,3517
11,2799
11,2345
11,2927
11,2905
11,3497
11,2991
11,3613
11,2419
11,3991
11,3331
11,2941
11,3373
11,2657
11,3947
11,3441
11,2881
11,3949
11,3299
11,3865
11,3679
11,4021
11,3743
11,2811
11,2323
11,3791
11,2833
11,2963
11,2435
11,3971
11,3961
11,2633
11,3659
11,2225
11,3159
11,3103
11,2917
11,2071
11,3305
11,3583
11,3205
11,3617
11,2533
11,3343
11,2197
11,2731
11,3169
11,3707
11,2521
11,3713
11,2567
11,2705
11,2543
11,2293
11,3393
11,3785
11,3985
11,3709
11,2669
11,3037
11,2793
11,3589
11,2783
11,3627
11,2693
11,3427
11,4051
11,3771
11,3083
11,3889
11,3851
11,2819
11,3439
11,2489
11,2965
11,2365
11,2255
11,3487
11,2911
11,3035
11,2189
11,3277
11,2687
11,3053
11,2727
11,4045
11,3399
11,3283
11,3413
11,3641
11,4007
11,2217
11,3285
11,4091
11,3833
11,3827
11,3805
11,3209
11,2739
11,3017
11,3223
11,3731
11,3623
11,2951
11,3573
11,3529
11,2359
11,2093
11,2801
11,2149
11,2717
11,3895
11,3367
11,3515
11,2421
11,2161
11,3747
11,2279
11,2377
11,3179
11,2283
11,2385
11,2431
11,2741
11,2363
11,3543
11,3227
11,3005
11,2373
11,3697
11,4073
11,2447
11,3229
13,13897
13,8955
13,12097
13,9731
13,10223
13,11187
13,16265
13,11921
13,8825
13,9661
13,16309
13,14289
13,11533
13,9481
13,9397
13,11159
13,14323
13,15243
13,9631
13,13677
13,9277
13,11947
13,15381
13,14499
13,16355
13,14229
13,13389
13,12707
13,13647
13,15835
13,8585
13,9303
13,9847
13,10129
13,10621
13,12197
13,15661
13,10491
13,8555
13,8883
13,10357
13,13915
13,9419
13,12787
13,9343
13,8351
13,9811
13,15359
13,12055
13,13661
13,14945
13,12995
13,11761
13,12615
13,9227
13,10145
13,9833
13,10863
13,13435
13,12875
13,12657
13,10803
13,10513
13,10225
13,13407
13,9071
13,15643
13,10343
13,8647
13,10571
13,13477
13,15935
13,10711
13,11341
13,9585
13,11405
13,11637
13,8551
13,16195
13,11117
13,11919
13,10309
13,14051
13,15217
13,8729
13,11687
13,15469
13,9325
13,15639
13,16159
13,12133
13,9571
13,14543
13,15865
13,13729
13,15593
13,15619
13,9073
13,13417
13,8489
13,13063
13,13351
13,14151
13,8245
13,11773
